============================================
vis/sebastianb1-output.txt
22:17:25_Sunday_15_October_2017
============================================
======================================================
                    SHOCK WAVE                        
======================================================
M,theta,beta_lower,beta_upper
#include <stdlib.h>
#include <math.h>
#include <assert.h>

tridiag_t *newTridiag() {
	
	tridiag_t *m = (tridiag_t*)malloc(sizeof(tridiag_t));
	assert(m != NULL);

	m->arrLen = THOMAS_INIT_ARR_LEN;
	m->N = 0;

	m->rows = (tridiag_row_t*)calloc( m->arrLen, sizeof(tridiag_row_t));
	assert(m->rows != NULL);

	return m;
}

void freeTridiag(tridiag_t *m) {
	
	assert(m!=NULL);
	free(m->rows);
	free(m);
}

void appendTridiagRow(tridiag_t *m, double a, double b, double c, double Q) {

	assert(m!=NULL);	

	m->N++;
	if(m->N == m->arrLen) {
		m->arrLen += THOMAS_INIT_ARR_LEN;
		m->rows = (tridiag_row_t*)realloc( m->rows, m->arrLen*sizeof(tridiag_row_t));
		assert(m->rows!=NULL);
	}

	tridiag_row_t *r = getTridiagRow(m, m->N);
	r->a = a;
	r->b = b;
	r->c = c;
	r->Q = Q;
}

tridiag_row_t *getTridiagRow(tridiag_t *m, int i) {
	assert(m!=NULL);
	assert(i<=m->N);
	return &(m->rows[i-1]);
}

int solveTridiag(tridiag_t *m) {

	assert(m!=NULL);
	
	if(
		computeTridiag_a_s(m) == SOLVER_SUCCESS &&
		computeTridiag_Q_s(m) == SOLVER_SUCCESS &&
		computeTrigiag_x(m) == SOLVER_SUCCESS
	) {
		return SOLVER_SUCCESS;
	}

	return SOLVER_FAIL;
}

int computeTridiag_a_s(tridiag_t *m) {

	assert(m!=NULL);

	// case for row 1 : a_s = a
	int i=COMPUTE_A_S_START;
	tridiag_row_t *r = getTridiagRow(m, i);	
	tridiag_row_t *rPrev = r;
	r->a_s = r->a;

	// case for row 2,3,4...N : a_s = a − c * bPrev / a_sPrev
	while(++i <= m->N) {
		rPrev = r;
		r = getTridiagRow(m, i);
		if(TINY(rPrev->a_s)) { return SOLVER_FAIL; }
		r->a_s = r->a - r->c * rPrev->b / rPrev->a_s;
	}

	return SOLVER_SUCCESS;
}

int computeTridiag_Q_s(tridiag_t *m) {
	
	assert(m!=NULL);

	// case for row 1 : Q_s = Q
	int i=COMPUTE_Q_S_START;
	tridiag_row_t *r = getTridiagRow(m, i);	
	tridiag_row_t *rPrev = r;
	r->Q_s = r->Q;

	// case for row 2,3,4...N : Q − c * Q_sPrev /a_sPrev
	while(++i <= m->N) {
		rPrev = r;
		r = getTridiagRow(m, i);
		if(TINY(rPrev->a_s)) { return SOLVER_FAIL; }
		r->Q_s = r->Q - r->c * rPrev->Q_s / rPrev->a_s;
	}

	return SOLVER_SUCCESS;
}

int computeTrigiag_x(tridiag_t *m) {
	
	assert(m!=NULL);
	
	// case for row N : x = Q_s/a_s
	int i=m->N;
	tridiag_row_t *r = getTridiagRow(m, i);	
	tridiag_row_t *rPrev = r;
	r->x = r->Q_s/r->a_s;

	// case for row N-1, N-2, N-3...1 : x = ( Q_s − b * xPrev ) / a_s
	while(--i >= COMPUTE_x_END) {
		rPrev = r;
		r = getTridiagRow(m, i);
		if(TINY(rPrev->a_s)) { return SOLVER_FAIL; }
		r->x = (r->Q_s - r->b * rPrev->x) / r->a_s;
	}

	return SOLVER_SUCCESS;
}============================================
src/main.c
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : main.c
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include <stdio.h>
#include <stdlib.h>
#include <math.h>
#include <sys/time.h>
#include <string.h>
#include "tasks.h"

#define NUM_ARGS 6
#define INPUT_INSTRUCTIONS "Usage example: ./exec in_shock.csv in_linalsys.csv in_interp.csv 5 in_heateqn.csv"
#define ARGV_shockwave 1
#define ARGV_linalgbsys 2
#define ARGV_interp 3
#define ARGV_xo 4
#define ARGV_heateqn 5
#define MS_PER_SEC 1000.0

typedef struct timeval myTime_t;
myTime_t timer_start();
double timer_stop(myTime_t start);

int main(int argc, char *argv[]) {
	
	// Parse command line arguments
	char* shockwave_file_name = NULL;
	char* linalgbsys_file_name = NULL;
	char* interp_file_name = NULL;
	double xo = 0;
	char* heateqn_file_name = NULL;

	if(argc != NUM_ARGS) {
		printf(INPUT_INSTRUCTIONS);
		exit(EXIT_FAILURE);
	}

	shockwave_file_name = argv[ARGV_shockwave];
	linalgbsys_file_name = argv[ARGV_linalgbsys];
	interp_file_name = argv[ARGV_interp];
	xo = atof(argv[ARGV_xo]);
	heateqn_file_name = argv[ARGV_heateqn];
	//printf("shockwave %s, linalgbsys %s, interp %s, xo %f, heateqn %s\n", shockwave_file_name, linalgbsys_file_name, interp_file_name, xo, heateqn_file_name);

	/* Question 2 */
	myTime_t shockwave_time = timer_start();
	shockwave(shockwave_file_name);
	printf("shockwave: %.2lf milliseconds\n", timer_stop(shockwave_time));
	
	/* Question 4 */
	myTime_t linalgbsys_time = timer_start();
	linalgbsys(linalgbsys_file_name);
	printf("linalgbsys: %.2lf milliseconds\n", timer_stop(linalgbsys_time));
	
	/* Question 5 */
	myTime_t interp_time = timer_start();
	interp(interp_file_name, xo);
	printf("interp: %.2lf milliseconds\n", timer_stop(interp_time));
	
	/* Question 6 */
	myTime_t heateqn_time = timer_start();
	heateqn(heateqn_file_name);
	printf("heateqn: %.2lf milliseconds\n", timer_stop(heateqn_time));
    
	return EXIT_SUCCESS;
}

myTime_t timer_start() {
	myTime_t start;
	gettimeofday(&start, NULL);
	return start;
}

double timer_stop(myTime_t start) {
	myTime_t stop;
	gettimeofday(&stop, NULL);
	double elapsed_ms = (stop.tv_sec - start.tv_sec) * MS_PER_SEC;
	elapsed_ms += (stop.tv_usec - start.tv_usec) / MS_PER_SEC;
	return elapsed_ms;
}
============================================
src/interpolate.h
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : interpolate.h
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include <stdio.h>
#include <stdlib.h>
#include <math.h>
#include <assert.h>
#include "thomas_alg.h"

#ifndef INTERPOLATE_H

#define INTERP_INIT_ARRLEN 20
#define CUB_SPLINE_COMPUTE_SUCCESS 1
#define CUB_SPLINE_COMPUTE_FAIL -1
#define TINY(x) fabs(x) < 1e-11
#define CUB_SPLINE_B(h_1, a_1, a_2, c_1, c_2) (a_2-a_1)/h_1 - h_1*(2.0*c_1+c_2)/3.0
#define CUB_SPLINE_C_RHS(h_0, h_1, a_0, a_1, a_2) 3.0*(a_2-a_1)/h_1 + 3.0*(a_0-a_1)/h_0
#define CUB_SPLINE_C_a(h_1, h_0) 2.0*(h_1+h_0)
#define CUB_SPLINE_D(h_1, c_1, c_2) (c_2-c_1)/(3.0*h_1)
#define EVAL_CUB_SPLINE(a,b,c,d,x_i,x) a + b*(x-x_i) + c*pow(x-x_i,2) + d*pow(x-x_i,3)

typedef struct interp_pt {

	double x;
	double fx;

} interp_pt_t;

typedef struct interp_set {

	interp_pt_t** pts;
	int N;
	int arrLen;

} interp_set_t;

typedef struct lagrange_term {

	int index;
	int order;
	double* root;
	double fx_i;
	double denominator;

} lagrange_term_t;

typedef struct lagrange_eqn {

	lagrange_term_t** terms;
	int num_terms;

} lagrange_eqn_t;

typedef struct cub_spline_segment {

	int index;
	double x_lo;
	double a;
	double b;
	double c;
	double d;

} cub_spline_seg_t;

typedef struct cub_spline {

	cub_spline_seg_t** segs;
	int num_segs; // not including the unused/incomplete end segment eg: 4 points means 3 segments

} cub_spline_t;

interp_set_t* newInterpSet();
interp_pt_t* newInterpPt(double x, double fx);
void freeInterpSet(interp_set_t* set);
void freeInterpPt(interp_pt_t* pt);
void appendPtToSet(interp_set_t* set, interp_pt_t* pt);

lagrange_term_t* newLagrangeTerm(interp_set_t* set, int index);
lagrange_eqn_t* newLagrangeEqn(interp_set_t* set);
void freeLagrangeEqn(lagrange_eqn_t* eqn);
void freeLagrangeTerm(lagrange_term_t* term);
interp_pt_t* evaluateLagrangeEqn(lagrange_eqn_t* eqn, double x);
double evaluateLagrangeTerm(lagrange_term_t* term, double x);

cub_spline_t* newCubSpline(interp_set_t* set);
cub_spline_seg_t* newEmptyCubSplineSegment(int index, double x_lo);
void freeCubSpline(cub_spline_t* spline);
void freeCubSplineSegment(cub_spline_seg_t* seg);
double splineH(int index, cub_spline_t* spline);
int computeCubSplineConstants(interp_set_t* set, cub_spline_t* spline);
int computeCubSplineAs(interp_set_t* set, cub_spline_t* spline);
int computeCubSplineBs(interp_set_t* set, cub_spline_t* spline);
int computeCubSplineCs(interp_set_t* set, cub_spline_t* spline);
int computeCubSplineDs(interp_set_t* set, cub_spline_t* spline);
interp_pt_t* evaluateCubSpline(cub_spline_t* spline, double x);
interp_pt_t* evaluateCubSplineSegment(cub_spline_seg_t* seg, double x);

#endif============================================
src/heat_sim.c
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : heat_sim.c
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include "heat_sim.h"

heat_sim_t* newUnsolvedHeatSim(
	int Nx, 
	int Nt, 
	double x_lo, 
	double x_hi,
	double t_lo,
	double t_hi,
	double mu, 
	double (*init)(double x) 
) {

	assert(init!=NULL);

	heat_sim_t* sim = (heat_sim_t*)malloc(sizeof(heat_sim_t));
	assert(sim!=NULL);

	sim->mu = mu;
	sim->Nx = Nx;
	sim->Nt = Nt;
	sim->x_lo = x_lo;
	sim->x_hi = x_hi;
	sim->t_lo = t_lo;
	sim->t_hi = t_hi;

	sim->cells = (sim_cell_t**)calloc( sim->Nx+1, sizeof(sim_cell_t*));
	assert(sim->cells!=NULL);
	
	int i=0, j=0;
	double x_i=0, t_j=0;
	double dx = (x_hi-x_lo)/Nx;
	double dt = (t_hi-t_lo)/Nt;

	for(i=0; i<=sim->Nx; i++) {
		sim->cells[i] = (sim_cell_t*)calloc( sim->Nt+1, sizeof(sim_cell_t));
		assert(sim->cells[i]!=NULL);

		x_i = x_lo + i*dx;
		(sim->cells[i][0]).f = init(x_i);

		for(j=1; j<=sim->Nt; j++) {

			t_j = t_lo + j*dt;
			(sim->cells[i][j]).x = x_i;
			(sim->cells[i][j]).t = t_j;

		}
	}

	return sim;
}

void freeHeatSim(heat_sim_t* sim) {

	assert(sim!=NULL);
	
	int i=0;
	for(i=0; i<=sim->Nx; i++) {
		free(sim->cells[i]);
	}
	free(sim->cells);
	free(sim);
}

void eulerExFe(heat_sim_t* sim) {

	assert(sim!=NULL);

	// let i be x index, j is t index
	int j=0,i=0;
	double dx = (sim->x_hi-sim->x_lo)/sim->Nx;
	double dt = (sim->t_hi-sim->t_lo)/sim->Nt;
	double rhs;
	sim_cell_t** m = sim->cells; // cell matrix

	for(j=0; j<sim->Nt; j++) { // each timestep
		for(i=0; i<=sim->Nx; i++) { // each x value

			// get RHS (fixed end points)
			if(i==0 || i == sim->Nx) {
				rhs = 0.0;
			} else {
				rhs = EXPLICIT_RHS(sim->mu,dx, m[i-1][j].f, m[i][j].f, m[i+1][j].f);
			}

			// use RHS for explicit euler calculation
			m[i][j+1].f = m[i][j].f + dt * rhs;
		}
	}
}

void eulerExVe(heat_sim_t* sim) {

	assert(sim!=NULL);

	// let i be x index, j is t index
	int j=0,i=0;
	double dx = (sim->x_hi-sim->x_lo)/sim->Nx;
	double dt = (sim->t_hi-sim->t_lo)/sim->Nt;
	double rhs;
	sim_cell_t** m = sim->cells; // cell matrix

	for(j=0; j<sim->Nt; j++) { // each timestep
		for(i=0; i<=sim->Nx; i++) { // each x value

			// get RHS (fixed end points)
			if(i==0) {
				rhs = EXPLICIT_RHS(sim->mu,dx, m[i][j].f, m[i+1][j].f, m[i+2][j].f);
			} else if(i == sim->Nx) {
				rhs = EXPLICIT_RHS(sim->mu,dx, m[i-2][j].f, m[i-1][j].f, m[i][j].f);
			} else {
				rhs = EXPLICIT_RHS(sim->mu,dx, m[i-1][j].f, m[i][j].f, m[i+1][j].f);
			}

			// use RHS for explicit euler calculation
			m[i][j+1].f = m[i][j].f + dt * rhs;
		}
	}
}

void eulerImFe(heat_sim_t* sim) {

}============================================
src/tasks.c
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : tasks.c
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include "tasks.h"

/* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * TASK FUNCTIONS */

void shockwave(const char* filename) {

	input_2_t *parsed = parseInput_2(filename);
	shockwave_2a(parsed);
	shockwave_2b(parsed);
	shockwave_2c(parsed);
	freeInput_2(parsed);
}

void linalgbsys(const char* filename) {

	tridiag_t *m = parseInput_3(filename);
	assert(solveTridiag(m) == SOLVER_SUCCESS);
	printTridiag_3(m);
	freeTridiag(m);
}

void interp(const char* filename, const double xo) {
	
	interp_set_t* set = parseInput_5(filename);
	lagrange_eqn_t* lagEqn = newLagrangeEqn(set);
	cub_spline_t* spline = newCubSpline(set);

	// generates data for plot
	plotInterp_5(lagEqn, spline);

	// calculate the interpolated values at xo
	interp_pt_t* lagEval = evaluateLagrangeEqn(lagEqn, xo);
	interp_pt_t* splineEval = evaluateCubSpline(spline, xo);
	printInterp_5(lagEval->fx, splineEval->fx);
	freeInterpPt(lagEval);
	freeInterpPt(splineEval);

	freeCubSpline(spline);
	freeLagrangeEqn(lagEqn);
	freeInterpSet(set);
}

void heateqn(const char* filename) {

	heat_sim_t* exFe = parseInput_6(filename);
	eulerExFe(exFe);
	printSim_6(exFe, FILENAME_EX_FE_6);
	freeHeatSim(exFe);

	heat_sim_t* exVe = parseInput_6(filename);
	eulerExFe(exVe);
	printSim_6(exVe, FILENAME_EX_VE_6);
	freeHeatSim(exVe);
}

/* * * * * * * * * * * * * * * * * * * * * * * * * *  HEATEQN HELPER FUNCTIONS */

heat_sim_t* parseInput_6(const char* filename) {

	assert(filename!=NULL);

	// open file
	FILE* fp = fopen(filename, FILE_READONLY);
	assert(fp != NULL);

	double mu;
	int Nx, Nt;

	fscanf(fp, IN_HEADER_6);
	assert(fscanf(fp,"%lf,%d,%d\n", &mu, &Nx, &Nt) == NUM_PARAMS_6);
	fclose(fp);
	
	return newUnsolvedHeatSim(
		Nx, Nt, X_LO_6, X_HI_6, T_LO_6, T_HI_6, mu, myInitialCondition_6 );
}

double myInitialCondition_6(double x) {

	if(x>=IC_LO_6 && x<=IC_HI_6) {
		return IC_6(x);
	}
	return 0.0;
}

void printSim_6(heat_sim_t* sim, const char* filename) {
	
	assert(sim!=NULL);
	assert(filename!=NULL);

	sim_cell_t** m = sim->cells; // cell matrix

	FILE* fp = fopen(filename, FILE_OVERWRITE);
	assert(fp!=NULL);

	fprintf(fp, OUT_HEADER_6);

	int i=0;
	int j=100;
	for(i=0; i<=sim->Nt; i++) {
		fprintf(fp, "%.6f,%.6f\n", m[i][j].x, m[i][j].f);
    }
}


/* * * * * * * * * * * * * * * * * * * * * * * * * *  INTERP HELPER FUNCTIONS */

interp_set_t* parseInput_5(const char* filename) {

	assert(filename!=NULL);

	interp_set_t* newSet = newInterpSet(); 

	// open file
	FILE* fp = fopen(filename, FILE_READONLY);
	assert(fp != NULL);

	double tmp_x, tmp_fx;
	fscanf(fp, IN_HEADER_5);
	int read = 0;
	int i=0;
	while(1) {
		read = fscanf(fp,"%lf,%lf\n", &tmp_x, &tmp_fx);
		if(read != NUM_PARAMS_5) { break; }
		appendPtToSet(newSet, newInterpPt(tmp_x, tmp_fx) );
		i++;
	}

	fclose(fp);

	return newSet;
}

void printInterp_5(double lag, double spline) {

	// open file
	FILE* fp = fopen(FILENAME_5, FILE_OVERWRITE);
	assert(fp != NULL);

	fprintf(fp, HEADER_LAGRANGE_5);
	fprintf(fp, "%.6f\n", lag);
	fprintf(fp, HEADER_CUBIC_5);
	fprintf(fp, "%.6f\n", spline);

	fclose(fp);
}

void plotInterp_5(lagrange_eqn_t* lagEqn, cub_spline_t* spline) {

	// open file
	FILE* fp = fopen(PLOT_FILENAME_5, FILE_OVERWRITE);
	assert(fp != NULL);

	fprintf(fp, PLOT_HEADER_LAGRANGE_5);

	double x = PLOT_START_5;
	interp_pt_t* tmp_pt;
	while(x < PLOT_END_5) {

		fprintf(fp, "%f,", x);
		tmp_pt = evaluateLagrangeEqn(lagEqn, x);
		fprintf(fp, "%f,", tmp_pt->fx);
		freeInterpPt(tmp_pt);
		tmp_pt = evaluateCubSpline(spline, x);
		fprintf(fp, "%f\n", tmp_pt->fx);
		freeInterpPt(tmp_pt);
		x = x + PLOT_INTERVAL_5;
	}

	fclose(fp);
}


/* * * * * * * * * * * * * * * * * * * * * * * * LINALGBYSYS HELPER FUNCTIONS */

tridiag_t *parseInput_3(const char* filename) {
	
	assert(filename!=NULL);

	tridiag_t *m = newTridiag();

	// open file
	FILE* fp = fopen(filename, FILE_READONLY);
	assert(fp != NULL);

	double tmp_a, tmp_b, tmp_c, tmp_q;
	fscanf(fp, IN_HEADER_3);
	int read = 0;
	while(1) {
		read = fscanf(fp,"%lf,%lf,%lf,%lf\n", &tmp_a, &tmp_b, &tmp_c, &tmp_q);
		if(read != NUM_PARAMS_3) { break; }
		appendTridiagRow(m,tmp_a, tmp_b, tmp_c, tmp_q);
	}

	fclose(fp);
	return m;
}

void printTridiag_3(tridiag_t *m) {

	assert(m!=NULL);

	FILE* fp = fopen(FILENAME_3, FILE_OVERWRITE);
	assert(fp != NULL);

	fprintf(fp, FILE_HEADER_3);
	int i=1;
	for(i=1; i <= m->N; i++) {
		tridiag_row_t *r = getTridiagRow(m, i);
		fprintf(fp,"%f\n",r->x);
	}

	fclose(fp);
}


/* * * * * * * * * * * * * * * * * * * * * * * * * SHOCKWAVE HELPER FUNCTIONS */

input_2_t *parseInput_2(const char* filename) {
	
	assert(filename!=NULL);
	
	// allocate memory
	input_2_t *parsed = (input_2_t*)malloc(sizeof(input_2_t));
	assert(parsed != NULL);
	parsed->M_c = (double*)calloc(M_LEN_2C, sizeof(double));
	assert(parsed->M_c != NULL);

	// open file
	FILE* fp = fopen(filename, FILE_READONLY);
	assert(fp != NULL);

	// parse file
	parseInput2ndLine_2(fp, parsed);
	parseInputMvals_2(fp, parsed);

	fclose(fp);
	return parsed;
}

void parseInput2ndLine_2(FILE* fp, input_2_t* parsed) {
	
	assert(parsed!=NULL && fp!= NULL);

	fscanf(fp, IN_1ST_HEADER_2);

	assert(NUM_PARAMS_2 == fscanf(
		fp,
		"%lf,%lf,%lf,%lf,%lf\n",
		&(parsed->M_a),
		&(parsed->t_a),
		&(parsed->b_l_a),
		&(parsed->b_u_a),
		&(parsed->g_a)
	) );
}

void parseInputMvals_2(FILE* fp, input_2_t* parsed) {
	
	assert(parsed!=NULL && fp!= NULL);

	fscanf(fp, IN_2ND_HEADER_2);

	int i=0;
	int arrayLength = M_LEN_2C;
	while( 1 == fscanf(fp,"%lf", &(parsed->M_c[i])) ) {

		// Extend array if necessary
		if(i >= arrayLength) {
			arrayLength += M_LEN_2C;
			parsed->M_c = (double*)realloc(parsed->M_c, arrayLength*sizeof(double));
			assert(parsed->M_c != NULL);
		}
		i++;
	}
	parsed->num_M_c = i;
}

void freeInput_2(input_2_t *parsed) {

	assert(parsed!=NULL);
	free(parsed->M_c);
	free(parsed);
}

double f_2(double beta, double* params) {

	assert(params!=NULL);
	return F_2( beta, params[F_M_2], params[F_T_2], params[F_G_2]);
}

void shockwave_2a(const input_2_t *parsed) {

	assert(parsed!=NULL);

	double b_l = DEG2RAD(parsed->b_l_a);
	double b_u = DEG2RAD(parsed->b_u_a);
	double params[] = {
		parsed->M_a,
		DEG2RAD(parsed->t_a),
		parsed->g_a
	};

	int b_l_itr = newtonRaphson(&b_l, params, f_2);
	int b_u_itr = newtonRaphson(&b_u, params, f_2);
	assert( b_l_itr != ROOTFIND_FAIL && b_u_itr != ROOTFIND_FAIL);

	//printf("shockwave_2a: b_l=%.5f (Should be 29.80092), after %d iterations\n", RAD2DEG(b_l), b_l_itr);
	//printf("shockwave_2a: b_u=%.5f (Should be 84.55625), after %d iterations\n", RAD2DEG(b_u), b_u_itr);
}

void shockwavePrintThetaRange_2bc(FILE* fp, double* params) {

	int b_u_itr=0, b_l_itr=0;
	double b_l = DEG2RAD(B_l_GUESS_2), b_u = DEG2RAD(B_u_GUESS_2);

	while(1) {
		b_l_itr = newtonRaphson(&b_l, params, f_2);
		b_u_itr = newtonRaphson(&b_u, params, f_2);
		if( b_l_itr == ROOTFIND_FAIL || b_u_itr == ROOTFIND_FAIL) { break; }
		
		fprintf(fp, "%.1f,%.0f,%.6f,%.6f\n",
			params[F_M_2],
			RAD2DEG(params[F_T_2]),
			RAD2DEG(b_l),
			RAD2DEG(b_u)
		);

		params[F_T_2] += RADIAN_INCREMENT_2B;
	}
}

void shockwave_2b(const input_2_t *parsed) {

	assert(parsed!=NULL);

	double params[] = { parsed->M_a, RADIAN_START_2B, parsed->g_a };

	FILE* fp = fopen(FILENAME_2B, FILE_OVERWRITE);
	assert(fp != NULL);

	fprintf(fp,FILE_HEADER_2BC);
	shockwavePrintThetaRange_2bc( fp, params );

	fclose(fp);
}

void shockwave_2c(const input_2_t *parsed) {

	assert(parsed!=NULL);	

	FILE* fp = fopen(FILENAME_2C, FILE_OVERWRITE);
	assert(fp != NULL);

	fprintf(fp,FILE_HEADER_2BC);
	
	int i=0;
	for(i=0; i<parsed->num_M_c; i++) {
		double params[] = { parsed->M_c[i], RADIAN_START_2B, parsed->g_a };
		shockwavePrintThetaRange_2bc( fp, params);
	}

	fclose(fp);
}

============================================
src/interpolate.c
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : interpolate.c
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include "interpolate.h"

// Create a new data set
interp_set_t* newInterpSet() {

	interp_set_t* newSet = (interp_set_t*)malloc(sizeof(interp_set_t));
	assert( newSet!= NULL );

	newSet->pts = (interp_pt_t**)malloc(INTERP_INIT_ARRLEN*sizeof(interp_pt_t*));
	assert( newSet->pts != NULL);

	newSet->arrLen = INTERP_INIT_ARRLEN;
	newSet->N = 0;

	return newSet;
}

// Create a new point
interp_pt_t* newInterpPt(double x, double fx) {

	interp_pt_t* newPt = (interp_pt_t*)malloc(sizeof(interp_pt_t));
	assert(newPt != NULL);

	newPt->x = x;
	newPt->fx = fx;

	return newPt;
}

// Frees a set (including points)
void freeInterpSet(interp_set_t* set) {
	assert(set!=NULL);
	
	int i=0;
	for(i=0; i < set->N ; i++) {
		freeInterpPt(set->pts[i]);
	}
	free(set->pts);
	free(set);
}


void freeInterpPt(interp_pt_t* pt) {
	assert(pt!=NULL);
	free(pt);
}

void appendPtToSet(interp_set_t* set, interp_pt_t* pt) {

	assert(set!=NULL);
	assert(pt!=NULL);

	// extend array if necessary
	if( set->N >= set->arrLen) {
		set->arrLen += INTERP_INIT_ARRLEN;
		int newSize = set->arrLen * sizeof(interp_pt_t*);
		set->pts = (interp_pt_t**)realloc(set->pts, newSize );
	}

	// insert new pt
	set->pts[set->N] = pt;
	set->N++;
}

lagrange_term_t* newLagrangeTerm(interp_set_t* set, int index) {

	assert(set!=NULL);

	// initialise new lgrange_term_t
	lagrange_term_t* newTerm = (lagrange_term_t*)malloc(sizeof(lagrange_term_t));
	assert(newTerm != NULL);

	newTerm->order = set->N-1;
	newTerm->index = index;
	newTerm->fx_i = (set->pts[index])->fx;

	newTerm->root = (double*)calloc(newTerm->order+1, sizeof(double));
	assert(newTerm->root!=NULL);

	// calculate denominator
	newTerm->denominator = 1;
	interp_pt_t** pts = set->pts;
	int i=0;
	for(i=0; i <= newTerm->order ; i++) {
		if (i == index) { continue; }
		newTerm->denominator *= ((pts[index])->x - (pts[i])->x);
	}

	// calculate roots
	for(i=0; i <= newTerm->order ; i++) {
		if (i == index) { continue; }
		newTerm->root[i] = (pts[i])->x;
	}

	return newTerm;
}

lagrange_eqn_t* newLagrangeEqn(interp_set_t* set) {

	assert(set!=NULL);

	// initialise new lagrange_eqn_t
	lagrange_eqn_t* newEqn = (lagrange_eqn_t*)malloc(sizeof(lagrange_eqn_t));
	assert(newEqn != NULL);

	newEqn->num_terms = set->N;

	int arrSize = newEqn->num_terms * sizeof(lagrange_term_t*);
	newEqn->terms = (lagrange_term_t**)malloc(arrSize);
	assert(newEqn->terms != NULL);

	// generate terms
	int i=0;
	for (i=0; i < newEqn->num_terms ; i++) {
		newEqn->terms[i] = newLagrangeTerm(set, i);
	}

	return newEqn;
}

void freeLagrangeEqn(lagrange_eqn_t* eqn) {
	
	assert(eqn!=NULL);

	// generate terms
	int i=0;
	for (i=0; i < eqn->num_terms ; i++) {
		freeLagrangeTerm(eqn->terms[i]);
	}

	free(eqn->terms);
	free(eqn);
}

void freeLagrangeTerm(lagrange_term_t* term) {
	
	assert(term!=NULL);
	free(term->root);
	free(term);
}

interp_pt_t* evaluateLagrangeEqn(lagrange_eqn_t* eqn, double x) {

	assert(eqn!=NULL);

	double fx = 0;

	int i=0;
	for(i=0; i < eqn->num_terms ; i++) {
		fx += evaluateLagrangeTerm(eqn->terms[i],x);
	}

	return newInterpPt(x, fx);
}

double evaluateLagrangeTerm(lagrange_term_t* term, double x) {

	assert(term!=NULL);
	
	double numerator = term->fx_i;

	int i=0;
	for(i=0; i <= term->order; i++) {
		if(i == term->index) { continue; }
		numerator *= (x - term->root[i]);
	}

	return numerator/term->denominator;
}

cub_spline_t* newCubSpline(interp_set_t* set) {

	assert(set!=NULL);

	cub_spline_t* spline = (cub_spline_t*)malloc(sizeof(cub_spline_t));
	assert(spline!=NULL);

	int segsSize = (set->N)*sizeof(cub_spline_seg_t*);
	spline->segs = (cub_spline_seg_t**)malloc(segsSize);
	assert(spline->segs != NULL);

	spline->num_segs = set->N-1;

	int i=0;
	for(i=0; i < set->N; i++) {
		spline->segs[i] = newEmptyCubSplineSegment(i, (set->pts[i])->x);
	}

	assert(CUB_SPLINE_COMPUTE_SUCCESS == computeCubSplineConstants(set, spline));

	return spline;
}

cub_spline_seg_t* newEmptyCubSplineSegment(int index, double x_lo) {

	cub_spline_seg_t* seg = (cub_spline_seg_t*)malloc(sizeof(cub_spline_seg_t));
	assert(seg!=NULL);

	seg->index = index;
	seg->x_lo = x_lo;
	seg->a = 0;
	seg->b = 0;
	seg->c = 0;
	seg->d = 0;

	return seg;
}

void freeCubSpline(cub_spline_t* spline) {

	assert(spline!=NULL);

	int i=0;
	for (i=0; i<= spline->num_segs; i++) {
		freeCubSplineSegment(spline->segs[i]);
	}

	free(spline->segs);
	free(spline);
}

void freeCubSplineSegment(cub_spline_seg_t* seg) {
	assert(seg!=NULL);
	free(seg);
}

double splineH(int index, cub_spline_t* spline) {

	assert(spline!=NULL);
	assert(index < spline->num_segs);

	double x_lo = (spline->segs[index])->x_lo;
	double x_hi = (spline->segs[index+1])->x_lo;

	return x_hi - x_lo;
}

int computeCubSplineConstants(interp_set_t* set, cub_spline_t* spline) {

	assert(set!=NULL);
	assert(spline!=NULL);

	int successFlag = CUB_SPLINE_COMPUTE_SUCCESS;

	if( computeCubSplineAs(set, spline) == successFlag && 
		computeCubSplineCs(set, spline) == successFlag && 
		computeCubSplineBs(set, spline) == successFlag && 
